uid,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary
7272,0,0.51,0.89,3,230,4,0,0,marketing,low
7273,0,0.53,0.59,3,231,2,0,0,sales,low
7274,0,0.74,0.61,3,231,2,0,0,support,medium
7275,0,0.83,0.65,3,231,2,0,0,support,low
7276,0,0.72,0.64,3,231,2,0,0,accounting,medium
7277,0,0.69,0.73,3,231,2,1,0,management,high
7278,0,0.71,0.68,3,231,2,1,0,product_mng,low
7279,0,0.69,0.73,3,231,2,1,0,management,high
7280,0,0.71,0.68,3,231,2,1,0,product_mng,low
7281,0,0.9,0.66,3,231,3,0,0,hr,medium
7282,0,0.81,0.86,3,231,3,0,0,sales,low
7283,0,0.74,0.63,3,231,3,0,0,technical,low
7284,0,0.84,0.68,3,231,3,0,0,product_mng,low
7285,0,0.85,0.86,3,231,3,0,0,support,medium
7286,0,0.65,0.7,3,231,3,0,0,sales,medium
7287,0,0.96,0.75,3,231,3,0,0,technical,low
7288,0,0.53,0.5,3,231,3,0,0,sales,low
7289,0,0.72,0.86,3,231,3,1,0,sales,medium
7290,0,0.89,0.9,3,231,3,0,0,IT,medium
7291,0,0.57,0.99,3,231,3,0,0,hr,low
7292,0,0.61,0.5,3,231,3,0,0,IT,high
7293,0,0.67,0.69,3,231,3,0,1,technical,medium
7294,0,0.67,0.69,3,231,3,0,1,technical,medium
7295,0,0.64,0.71,3,231,4,0,0,technical,medium
7296,0,0.9,0.69,3,231,4,0,0,support,medium
7297,0,0.55,0.59,3,231,4,0,0,hr,medium
7298,0,0.93,0.62,3,231,6,0,0,hr,medium
7299,0,0.64,0.41,3,231,6,0,0,technical,medium
7300,0,0.96,1,3,231,6,0,0,sales,medium
7301,0,0.56,0.66,3,232,2,0,0,sales,low
7302,0,0.54,0.8,3,232,2,0,0,accounting,high
7303,0,0.83,0.77,3,232,2,1,0,sales,medium
7304,0,0.68,0.81,3,232,2,0,0,support,medium
7305,0,0.6,0.89,3,232,2,0,0,support,low
7306,0,0.56,0.54,3,232,2,0,0,support,low
7307,0,0.77,0.96,3,232,2,1,0,RandD,low
7308,0,0.5,0.75,3,232,2,0,0,IT,medium
7309,0,0.79,0.87,3,232,2,0,0,support,low
7310,0,0.69,0.77,3,232,2,0,0,sales,low
7311,0,0.56,0.92,3,232,2,0,0,support,medium
7312,0,0.78,0.6,3,232,2,0,0,sales,low
7313,0,0.82,0.74,3,232,3,0,0,hr,low
7314,0,0.53,0.75,3,232,3,0,0,sales,low
7315,0,0.83,0.53,3,232,3,1,0,product_mng,low
7316,0,0.68,0.78,3,232,3,0,0,sales,low
7317,0,0.3,0.67,3,232,3,0,0,sales,low
7318,0,0.74,0.6,3,232,3,0,0,IT,low
7319,0,0.4,0.41,3,232,3,0,0,technical,medium
7320,0,0.81,0.72,3,232,3,1,0,sales,medium
7321,0,0.83,0.57,3,232,4,0,0,hr,medium
7322,0,0.63,0.85,3,232,4,0,0,IT,medium
7323,0,0.86,0.81,3,232,4,0,0,RandD,low
7324,0,0.84,0.52,3,232,4,0,0,product_mng,low
7325,0,0.58,0.92,3,232,5,0,0,marketing,medium
7326,0,0.16,0.98,3,232,5,0,0,sales,medium
7327,0,0.16,0.98,3,232,5,0,0,sales,medium
7328,0,0.65,0.77,3,233,2,0,0,sales,high
7329,0,0.55,0.54,3,233,2,0,0,support,low
7330,0,0.89,0.91,3,233,2,0,0,IT,medium
7331,0,0.55,0.54,3,233,2,0,0,support,low
7332,0,0.89,0.91,3,233,2,0,0,IT,medium
7333,0,0.78,0.84,3,233,3,1,0,IT,low
7334,0,0.69,0.93,3,233,3,0,0,IT,medium
7335,0,0.74,0.77,3,233,3,0,0,technical,low
7336,0,0.69,0.59,3,233,3,0,0,support,medium
7337,0,0.87,0.55,3,233,3,0,0,technical,medium
7338,0,0.93,0.59,3,233,3,0,0,technical,low
7339,0,0.5,0.84,3,233,3,1,0,sales,medium
7340,0,0.96,0.83,3,233,3,0,0,sales,medium
7341,0,0.52,0.63,3,233,3,0,1,sales,medium
7342,0,0.73,0.77,3,233,3,0,0,sales,medium
7343,0,0.52,0.63,3,233,3,0,1,sales,medium
7344,0,0.73,0.77,3,233,3,0,0,sales,medium
7345,0,0.53,0.52,3,233,4,0,0,IT,low
7346,0,0.51,0.99,3,233,4,0,0,IT,low
7347,0,0.63,0.91,3,233,4,0,0,IT,medium
7348,0,0.9,0.62,3,233,5,1,0,technical,low
7349,0,0.96,0.5,3,234,2,1,0,sales,medium
7350,0,0.84,0.89,3,234,2,0,0,sales,medium
7351,0,0.94,0.59,3,234,2,0,0,support,medium
7352,0,0.84,0.59,3,234,2,0,0,sales,medium
7353,0,0.51,0.75,3,234,2,1,0,marketing,medium
7354,0,0.66,0.65,3,234,2,0,0,marketing,medium
7355,0,0.92,0.94,3,234,2,1,0,IT,medium
7356,0,0.51,0.63,3,234,2,0,0,sales,high
7357,0,0.82,0.51,3,234,3,0,0,sales,low
7358,0,0.98,0.53,3,234,3,0,0,sales,medium
7359,0,0.63,0.61,3,234,3,1,0,technical,medium
7360,0,0.86,0.91,3,234,3,1,0,marketing,low
7361,0,0.84,0.59,3,234,3,1,0,sales,medium
7362,0,0.64,0.64,3,234,3,1,0,sales,high
7363,0,0.54,0.58,3,234,3,0,0,sales,medium
7364,0,0.96,0.83,3,234,3,0,0,sales,low
7365,0,0.17,0.85,3,234,3,0,0,RandD,low
7366,0,0.84,0.74,3,234,3,1,0,sales,medium
7367,0,0.85,0.66,3,234,3,0,0,sales,medium
7368,0,0.5,0.8,3,234,3,0,0,technical,low
7369,0,0.48,0.92,3,234,3,0,0,accounting,medium
7370,0,0.83,0.71,3,234,4,0,0,accounting,high
7371,0,0.83,0.71,3,234,4,0,0,accounting,high
7372,0,0.72,0.51,3,235,2,0,0,sales,low
7373,0,0.56,0.9,3,235,2,0,0,technical,medium
7374,0,0.92,0.85,3,235,2,0,0,support,low
7375,0,0.59,0.99,3,235,2,0,0,management,medium
7376,0,0.85,0.88,3,235,2,0,0,technical,medium
7377,0,0.88,0.54,3,235,2,1,0,technical,low
7378,0,0.85,0.59,3,235,3,0,0,support,low
7379,0,0.86,0.71,3,235,3,0,0,IT,medium
7380,0,0.98,0.99,3,235,3,0,0,sales,low
7381,0,0.67,0.78,3,235,3,0,0,support,low
7382,0,0.85,0.66,3,235,3,0,0,technical,low
7383,0,0.2,0.75,3,235,4,0,0,technical,high
7384,0,0.79,0.65,3,235,10,0,0,technical,low
7385,0,0.79,0.65,3,235,10,0,0,technical,low
7386,0,0.94,0.66,3,236,2,0,0,hr,high
7387,0,0.95,0.76,3,236,2,1,0,sales,medium
7388,0,0.48,0.87,3,236,2,0,0,IT,low
7389,0,0.96,0.95,3,236,2,0,0,support,medium
7390,0,0.41,0.45,3,236,2,0,0,RandD,medium
7391,0,0.81,0.68,3,236,2,0,0,product_mng,medium
7392,0,0.92,0.77,3,236,3,0,0,sales,medium
7393,0,0.88,0.61,3,236,3,0,0,hr,medium
7394,0,0.57,0.98,3,236,3,1,0,technical,medium
7395,0,0.77,0.56,3,236,3,1,0,accounting,medium
7396,0,0.72,0.88,3,236,3,0,0,technical,low
7397,0,0.12,0.95,3,236,3,0,0,technical,medium
7398,0,0.6,0.52,3,236,3,0,0,sales,medium
7399,0,0.56,0.83,3,236,3,1,0,technical,medium
7400,0,0.8,0.67,3,236,3,1,0,RandD,low
7401,0,0.56,0.83,3,236,3,1,0,technical,medium
7402,0,0.8,0.67,3,236,3,1,0,RandD,low
7403,0,0.63,0.93,3,236,4,0,0,sales,high
7404,0,0.69,0.69,3,236,4,0,0,product_mng,medium
7405,0,0.15,0.4,3,236,5,0,0,hr,medium
7406,0,0.53,0.85,3,236,6,0,0,sales,medium
7407,0,0.55,0.77,3,237,2,0,0,hr,low
7408,0,0.61,0.59,3,237,2,0,0,technical,high
7409,0,0.82,0.84,3,237,2,0,0,technical,low
7410,0,0.91,0.84,3,237,2,0,0,product_mng,medium
7411,0,0.5,0.5,3,237,2,0,0,technical,medium
7412,0,0.9,0.49,3,237,2,0,0,technical,medium
7413,0,0.87,0.52,3,237,3,0,0,support,low
7414,0,0.55,0.84,3,237,3,0,0,accounting,low
7415,0,0.84,0.53,3,237,3,1,0,sales,low
7416,0,0.67,0.66,3,237,3,0,0,marketing,low
7417,0,0.56,0.76,3,237,3,0,0,technical,medium
7418,0,0.97,0.64,3,237,3,0,0,IT,medium
7419,0,0.68,0.71,3,237,3,0,0,IT,low
7420,0,0.51,0.53,3,237,3,0,0,hr,medium
7421,0,0.43,0.77,3,237,3,1,0,technical,low
7422,0,0.65,0.63,3,237,3,0,0,hr,medium
7423,0,0.63,0.94,3,237,3,1,0,RandD,medium
7424,0,0.75,0.71,3,237,3,1,0,accounting,low
7425,0,1,0.75,3,237,3,0,0,technical,high
7426,0,0.62,0.85,3,237,3,1,0,IT,medium
7427,0,0.62,0.85,3,237,3,1,0,IT,medium
7428,0,0.67,0.56,3,237,4,0,0,support,medium
7429,0,0.93,0.84,3,237,4,1,0,sales,low
7430,0,0.96,0.51,3,237,4,0,0,technical,high
7431,0,0.55,0.7,3,237,4,0,0,sales,low
7432,0,0.6,0.59,3,237,4,1,0,product_mng,low
7433,0,0.75,0.68,3,237,5,0,0,sales,low
7434,0,0.93,0.98,3,238,2,0,0,marketing,low
7435,0,0.71,0.66,3,238,2,0,0,technical,low
7436,0,0.61,0.78,3,238,2,0,0,support,medium
7437,0,0.78,0.91,3,238,2,0,0,RandD,high
7438,0,0.73,0.91,3,238,2,0,0,technical,medium
7439,0,0.92,0.53,3,238,2,0,0,product_mng,low
7440,0,0.57,0.92,3,238,2,0,0,sales,medium
7441,0,0.72,0.7,3,238,2,0,0,management,low
7442,0,0.79,0.74,3,238,2,0,0,technical,medium
7443,0,0.91,0.93,3,238,2,0,0,hr,low
7444,0,0.96,0.93,3,238,2,0,0,technical,low
7445,0,0.64,0.56,3,238,2,0,0,IT,medium
7446,0,0.61,0.86,3,238,2,0,0,sales,low
7447,0,0.8,0.7,3,238,2,0,0,technical,medium
7448,0,0.97,0.83,3,238,2,0,0,support,medium
7449,0,0.68,0.66,3,238,2,0,0,management,medium
7450,0,0.97,0.83,3,238,2,0,0,support,medium
7451,0,0.68,0.66,3,238,2,0,0,management,medium
7452,0,0.72,0.87,3,238,3,0,0,IT,medium
7453,0,0.52,0.74,3,238,3,0,0,RandD,medium
7454,0,0.65,0.57,3,238,3,0,0,hr,low
7455,0,0.56,0.64,3,238,3,0,0,support,medium
7456,0,0.78,0.76,3,238,3,0,0,marketing,medium
7457,0,0.95,0.57,3,238,3,0,0,IT,low
7458,0,0.51,0.59,3,238,3,0,0,support,high
7459,0,0.64,0.5,3,238,4,0,0,technical,low
7460,0,0.49,0.8,3,238,4,0,0,product_mng,low
7461,0,0.6,0.62,3,238,4,0,1,marketing,medium
7462,0,0.6,0.62,3,238,4,0,1,marketing,medium
7463,0,0.16,0.84,3,238,6,0,0,technical,medium
7464,0,0.26,0.7,3,238,6,0,0,support,medium
7465,0,0.21,0.7,3,238,8,0,0,technical,medium
7466,0,0.21,0.7,3,238,8,0,0,technical,medium
7467,0,0.81,0.99,3,239,2,1,0,technical,low
7468,0,0.68,0.84,3,239,2,0,0,management,medium
7469,0,0.72,0.91,3,239,2,0,0,management,medium
7470,0,0.76,0.75,3,239,2,0,0,hr,low
7471,0,0.6,0.49,3,239,2,0,0,sales,medium
7472,0,0.6,0.49,3,239,2,0,0,sales,medium
7473,0,0.74,0.84,3,239,3,0,0,technical,low
7474,0,0.64,0.56,3,239,3,0,0,technical,low
7475,0,0.72,0.97,3,239,3,0,0,IT,low
7476,0,0.83,0.66,3,239,3,0,0,technical,low
7477,0,0.63,0.89,3,239,3,0,0,IT,medium
7478,0,0.61,0.86,3,239,3,0,0,IT,low
7479,0,0.61,0.86,3,239,3,0,0,IT,low
7480,0,0.74,0.84,3,239,4,0,0,sales,medium
7481,0,0.27,0.45,3,239,4,0,0,technical,low
7482,0,0.64,0.87,3,239,4,0,0,product_mng,low
7483,0,0.74,0.97,3,239,4,1,0,sales,medium
7484,0,0.98,0.87,3,239,4,0,0,support,medium
7485,0,0.17,0.78,3,239,6,0,0,sales,low
7486,0,0.17,0.78,3,239,6,0,0,sales,low
7487,0,0.55,0.81,3,239,8,0,0,accounting,high
7488,0,0.55,0.81,3,239,8,0,0,accounting,high
7489,0,0.92,0.49,3,240,2,0,0,hr,low
7490,0,0.62,0.64,3,240,2,0,0,technical,medium
7491,0,0.5,0.91,3,240,2,0,0,sales,medium
7492,0,0.69,0.56,3,240,2,0,0,support,medium
7493,0,0.65,0.67,3,240,2,1,0,technical,low
7494,0,0.18,0.49,3,240,2,1,0,marketing,low
7495,0,0.65,0.67,3,240,2,1,0,technical,low
7496,0,0.18,0.49,3,240,2,1,0,marketing,low
7497,0,0.54,0.75,3,240,3,0,0,support,medium
7498,0,0.89,0.9,3,240,3,0,0,sales,high
7499,0,0.64,0.52,3,240,3,0,0,marketing,medium
7500,0,0.59,0.83,3,240,3,1,0,product_mng,medium
7501,0,0.61,0.62,3,240,3,0,0,IT,low
7502,0,0.49,0.61,3,240,3,0,0,sales,medium
7503,0,0.59,0.74,3,240,3,0,0,IT,low
7504,0,0.5,0.91,3,240,3,0,0,sales,low
7505,0,0.59,0.74,3,240,3,0,0,IT,low
7506,0,0.5,0.91,3,240,3,0,0,sales,low
7507,0,0.81,0.62,3,240,6,0,1,sales,low
7508,0,0.81,0.62,3,240,6,0,1,sales,low
7509,0,0.95,0.84,3,240,7,0,0,sales,medium
7510,0,0.95,0.84,3,240,7,0,0,sales,medium
7511,0,0.83,0.8,3,240,8,0,0,sales,low
7512,0,0.83,0.8,3,240,8,0,0,sales,low
7513,0,0.12,0.58,3,241,2,0,0,technical,low
7514,0,0.99,0.91,3,241,2,0,0,sales,high
7515,0,0.97,0.75,3,241,2,0,0,technical,low
7516,0,0.74,0.58,3,241,3,0,0,support,low
7517,0,0.68,0.89,3,241,3,0,0,hr,low
7518,0,0.56,0.95,3,241,3,0,0,support,medium
7519,0,0.75,0.78,3,241,3,0,0,technical,medium
7520,0,0.67,0.63,3,241,3,0,0,marketing,medium
7521,0,0.65,0.9,3,241,3,0,0,IT,low
7522,0,0.53,0.65,3,241,3,0,0,sales,low
7523,0,0.86,0.73,3,241,3,0,0,hr,low
7524,0,0.57,0.56,3,241,3,0,0,technical,high
7525,0,0.69,0.71,3,241,3,0,0,support,medium
7526,0,0.78,0.58,3,241,3,1,0,sales,medium
7527,0,0.64,0.49,3,241,3,0,0,hr,medium
7528,0,0.73,0.99,3,241,3,0,0,RandD,low
7529,0,0.93,0.98,3,241,3,0,0,IT,medium
7530,0,0.96,0.59,3,241,3,0,0,product_mng,low
7531,0,0.64,0.49,3,241,3,0,0,hr,medium
7532,0,0.73,0.99,3,241,3,0,0,RandD,low
7533,0,0.93,0.98,3,241,3,0,0,IT,medium
7534,0,0.96,0.59,3,241,3,0,0,product_mng,low
7535,0,0.26,0.47,3,241,4,0,0,sales,low
7536,0,0.55,0.87,3,241,4,0,0,IT,low
7537,0,0.57,1,3,241,4,0,0,technical,low
7538,0,0.17,0.61,3,241,5,1,0,technical,low
7539,0,0.96,0.51,3,241,6,1,0,support,low
7540,0,0.91,0.64,3,241,10,0,0,sales,medium
7541,0,0.91,0.64,3,241,10,0,0,sales,medium
7542,0,0.87,0.5,3,242,2,0,0,IT,low
7543,0,0.86,0.79,3,242,2,0,0,support,low
7544,0,0.55,0.81,3,242,2,0,0,technical,low
7545,0,0.72,0.71,3,242,2,0,0,technical,medium
7546,0,0.6,0.85,3,242,2,0,0,IT,low
7547,0,0.6,0.85,3,242,2,0,0,IT,low
7548,0,0.84,0.55,3,242,3,0,0,RandD,medium
7549,0,0.83,0.64,3,242,3,0,0,accounting,low
7550,0,0.75,0.69,3,242,3,0,0,sales,high
7551,0,0.85,0.51,3,242,3,0,0,hr,medium
7552,0,0.75,0.59,3,242,3,0,0,marketing,medium
7553,0,0.66,0.89,3,242,3,0,0,product_mng,medium
7554,0,0.51,0.72,3,242,3,0,0,technical,low
7555,0,0.6,0.6,3,242,3,0,0,technical,medium
7556,0,0.63,0.57,3,242,3,0,0,product_mng,low
7557,0,0.94,0.51,3,242,3,0,0,sales,medium
7558,0,0.6,0.6,3,242,3,0,0,technical,medium
7559,0,0.63,0.57,3,242,3,0,0,product_mng,low
7560,0,0.94,0.51,3,242,3,0,0,sales,medium
7561,0,0.83,0.48,3,242,4,0,0,technical,low
7562,0,0.84,0.93,3,242,4,0,0,hr,low
7563,0,0.95,0.64,3,242,5,1,0,sales,low
7564,0,0.76,0.72,3,242,5,1,0,technical,medium
7565,0,0.74,0.68,3,242,5,1,0,support,medium
7566,0,0.87,0.95,3,242,5,0,0,sales,low
7567,0,0.83,0.81,3,242,6,0,0,sales,low
7568,0,0.72,0.92,3,242,8,0,0,sales,medium
7569,0,0.72,0.92,3,242,8,0,0,sales,medium
7570,0,0.61,0.89,3,242,10,0,0,sales,high
7571,0,0.61,0.89,3,242,10,0,0,sales,high
7572,0,0.72,0.74,3,243,2,0,0,technical,high
7573,0,0.93,0.75,3,243,2,0,0,sales,medium
7574,0,0.85,0.79,3,243,2,0,1,technical,medium
7575,0,0.59,0.51,3,243,2,0,0,RandD,low
7576,0,0.84,0.85,3,243,2,0,0,accounting,low
7577,0,0.54,0.67,3,243,2,0,0,product_mng,medium
7578,0,0.83,0.71,3,243,2,1,0,IT,low
7579,0,0.98,0.51,3,243,2,0,0,sales,low
7580,0,0.68,0.65,3,243,2,0,0,sales,medium
7581,0,0.33,0.59,3,243,2,0,0,technical,medium
7582,0,0.72,0.62,3,243,2,1,0,hr,low
7583,0,0.72,0.62,3,243,2,1,0,hr,low
7584,0,0.57,0.61,3,243,3,0,0,IT,medium
7585,0,0.56,0.52,3,243,3,0,0,sales,low
7586,0,0.63,0.8,3,243,3,0,0,technical,medium
7587,0,0.51,0.92,3,243,3,0,0,marketing,low
7588,0,0.63,0.64,3,243,3,0,0,technical,medium
7589,0,0.95,0.73,3,243,3,1,0,sales,medium
7590,0,0.91,0.9,3,243,3,0,0,support,medium
7591,0,0.65,0.7,3,243,3,0,0,sales,medium
7592,0,0.99,0.75,3,243,3,0,0,support,medium
7593,0,0.69,0.72,3,243,3,0,0,marketing,low
7594,0,0.74,0.54,3,243,3,0,0,IT,medium
7595,0,0.72,0.67,3,243,3,0,0,sales,low
7596,0,0.58,0.79,3,243,3,1,0,sales,medium
7597,0,0.66,0.96,3,243,3,1,0,sales,medium
7598,0,0.58,0.79,3,243,3,1,0,sales,medium
7599,0,0.66,0.96,3,243,3,1,0,sales,medium
7600,0,0.81,0.58,3,243,4,0,0,marketing,high
7601,0,0.68,0.85,3,243,4,0,0,technical,medium
7602,0,0.55,0.91,3,243,4,0,0,support,medium
7603,0,0.92,0.79,3,243,4,0,0,support,medium
7604,0,0.82,0.54,3,243,4,0,0,support,low
7605,0,0.92,0.92,3,244,2,0,0,sales,high
7606,0,0.73,0.51,3,244,2,0,0,sales,medium
7607,0,0.75,0.53,3,244,2,0,0,product_mng,low
7608,0,0.78,0.77,3,244,2,0,0,technical,medium
7609,0,0.78,0.77,3,244,2,0,0,technical,medium
7610,0,0.91,0.85,3,244,3,1,0,sales,medium
7611,0,0.66,0.73,3,244,3,0,0,support,medium
7612,0,0.93,0.76,3,244,3,0,0,support,low
7613,0,0.52,0.67,3,244,3,0,0,sales,low
7614,0,0.74,0.76,3,244,3,0,0,management,medium
7615,0,0.73,0.66,3,244,3,0,0,accounting,low
7616,0,0.99,0.94,3,244,3,0,0,IT,high
7617,0,0.88,0.82,3,244,3,0,0,sales,low
7618,0,0.56,0.96,3,244,3,0,0,sales,medium
7619,0,0.85,0.91,3,244,3,0,0,product_mng,medium
7620,0,0.87,0.79,3,244,3,0,0,sales,high
7621,0,0.71,0.89,3,244,4,0,0,RandD,medium
7622,0,0.13,0.72,3,244,4,0,0,technical,medium
7623,0,0.82,0.97,3,244,5,0,0,sales,medium
7624,0,0.9,0.58,3,244,8,0,0,sales,low
7625,0,0.9,0.58,3,244,8,0,0,sales,low
7626,0,0.63,0.86,3,245,2,0,0,marketing,low
7627,0,0.61,0.64,3,245,2,0,0,product_mng,medium
7628,0,0.73,0.97,3,245,2,0,1,hr,medium
7629,0,1,0.73,3,245,2,1,0,product_mng,low
7630,0,0.56,0.55,3,245,2,0,0,IT,medium
7631,0,0.62,0.81,3,245,2,1,0,hr,low
7632,0,0.62,0.81,3,245,2,1,0,hr,low
7633,0,0.59,0.9,3,245,3,1,0,technical,low
7634,0,0.55,0.59,3,245,3,0,0,sales,low
7635,0,0.65,0.67,3,245,3,0,0,sales,medium
7636,0,0.97,0.77,3,245,3,0,0,hr,medium
7637,0,0.61,0.55,3,245,3,0,0,sales,medium
7638,0,0.8,0.53,3,245,3,0,0,sales,medium
7639,0,0.84,0.54,3,245,3,0,0,sales,low
7640,0,0.85,0.9,3,245,3,0,0,marketing,medium
7641,0,0.84,0.54,3,245,3,0,0,sales,low
7642,0,0.85,0.9,3,245,3,0,0,marketing,medium
7643,0,0.18,0.93,3,245,4,1,0,RandD,low
7644,0,0.49,0.63,3,245,4,0,0,support,low
7645,0,0.86,0.64,3,245,4,0,0,support,high
7646,0,0.5,0.68,3,245,4,0,0,marketing,medium
7647,0,0.62,0.73,3,245,4,0,0,IT,low
7648,0,0.86,0.64,3,245,4,0,0,support,high
7649,0,0.5,0.68,3,245,4,0,0,marketing,medium
7650,0,0.62,0.73,3,245,4,0,0,IT,low
7651,0,0.21,0.72,3,245,6,0,0,IT,high
7652,0,0.73,0.56,3,245,8,0,0,sales,medium
7653,0,0.73,0.56,3,245,8,0,0,sales,medium
7654,0,0.85,0.72,3,245,10,0,0,accounting,medium
7655,0,0.85,0.72,3,245,10,0,0,accounting,medium
7656,0,0.97,0.91,3,246,2,0,0,accounting,low
7657,0,0.64,0.55,3,246,2,0,1,marketing,high
7658,0,0.64,0.55,3,246,2,0,1,marketing,high
7659,0,0.63,0.5,3,246,3,0,0,product_mng,low
7660,0,0.8,0.91,3,246,3,0,0,hr,medium
7661,0,0.5,0.48,3,246,3,0,0,RandD,medium
7662,0,0.67,0.58,3,246,3,0,0,technical,medium
7663,0,0.71,0.76,3,246,3,0,0,hr,low
7664,0,0.98,0.87,3,246,3,0,0,hr,high
7665,0,0.94,0.82,3,246,3,0,0,support,low
7666,0,0.75,0.76,3,246,3,0,0,sales,medium
7667,0,0.82,0.63,3,246,3,0,0,management,medium
7668,0,0.5,0.67,3,246,3,0,0,sales,low
7669,0,0.67,0.55,3,246,3,0,0,accounting,medium
7670,0,0.92,0.54,3,246,3,0,0,RandD,medium
7671,0,0.77,0.95,3,246,3,0,0,hr,low
7672,0,0.89,0.95,3,246,4,0,0,support,low
7673,0,0.68,0.99,3,247,2,1,0,technical,low
7674,0,0.81,0.51,3,247,2,0,0,support,medium
7675,0,0.95,0.75,3,247,2,0,0,product_mng,medium
7676,0,0.8,0.6,3,247,2,0,0,sales,medium
7677,0,0.9,0.59,3,247,2,0,0,sales,medium
7678,0,0.75,0.93,3,247,2,0,0,technical,high
7679,0,0.83,0.93,3,247,2,0,0,hr,low
7680,0,0.75,0.93,3,247,2,0,0,technical,high
7681,0,0.83,0.93,3,247,2,0,0,hr,low
7682,0,0.63,0.99,3,247,3,0,0,sales,medium
7683,0,0.81,0.97,3,247,3,0,0,support,medium
7684,0,0.8,0.95,3,247,3,0,0,hr,medium
7685,0,0.99,0.54,3,247,3,0,0,RandD,medium
7686,0,0.61,0.96,3,247,3,0,0,support,low
7687,0,0.96,0.81,3,247,3,0,0,RandD,low
7688,0,0.82,0.93,3,247,3,0,0,technical,medium
7689,0,0.76,0.79,3,247,3,0,0,sales,low
7690,0,0.61,0.96,3,247,3,0,0,support,low
7691,0,0.96,0.81,3,247,3,0,0,RandD,low
7692,0,0.82,0.93,3,247,3,0,0,technical,medium
7693,0,0.76,0.79,3,247,3,0,0,sales,low
7694,0,0.23,0.37,3,247,4,0,0,hr,medium
7695,0,0.84,0.91,3,247,4,0,0,marketing,low
7696,0,0.89,0.59,3,247,4,0,0,technical,low
7697,0,0.67,0.49,3,247,10,0,0,sales,medium
7698,0,0.67,0.49,3,247,10,0,0,sales,medium
7699,0,0.55,0.82,3,248,2,0,0,accounting,high
7700,0,0.44,0.81,3,248,2,0,0,accounting,medium
7701,0,0.93,0.92,3,248,2,0,0,sales,medium
7702,0,0.57,0.7,3,248,2,0,0,technical,medium
7703,0,0.91,0.85,3,248,3,0,0,sales,medium
7704,0,0.8,0.99,3,248,3,1,0,sales,medium
7705,0,0.76,0.52,3,248,3,0,0,RandD,medium
7706,0,0.64,0.4,3,248,3,0,0,product_mng,medium
7707,0,0.94,0.69,3,248,3,0,0,sales,low
7708,0,0.78,0.96,3,248,3,0,0,IT,medium
7709,0,0.73,0.49,3,248,3,0,0,sales,low
7710,0,0.88,1,3,248,3,0,0,technical,medium
7711,0,0.71,0.51,3,248,4,0,0,sales,low
7712,0,0.88,0.69,3,248,4,0,0,RandD,low
7713,0,0.65,0.72,3,248,4,0,0,sales,medium
7714,0,0.97,0.81,3,249,2,0,0,sales,low
7715,0,0.83,0.84,3,249,2,0,0,support,medium
7716,0,0.6,0.67,3,249,2,0,0,sales,medium
7717,0,0.64,0.77,3,249,2,1,0,support,low
7718,0,0.5,0.64,3,249,2,1,0,technical,low
7719,0,0.73,0.93,3,249,2,0,0,IT,medium
7720,0,0.73,0.93,3,249,2,0,0,IT,medium
7721,0,0.82,0.59,3,249,3,0,0,IT,medium
7722,0,0.54,0.91,3,249,3,0,0,technical,high
7723,0,0.95,0.63,3,249,3,0,0,management,low
7724,0,0.75,0.86,3,249,3,0,0,sales,low
7725,0,0.89,0.51,3,249,3,0,0,RandD,medium
7726,0,0.71,0.63,3,249,3,0,0,IT,low
7727,0,0.62,0.65,3,249,3,0,0,technical,low
7728,0,0.71,0.54,3,249,3,0,0,marketing,medium
7729,0,0.78,0.95,3,249,4,0,0,RandD,low
7730,0,0.61,0.48,3,250,2,0,0,sales,low
7731,0,0.66,0.9,3,250,2,0,0,sales,low
7732,0,0.56,0.61,3,250,2,0,0,support,high
7733,0,0.49,0.9,3,250,2,0,0,hr,medium
7734,0,0.86,0.89,3,250,2,0,0,marketing,medium
7735,0,0.49,0.85,3,250,2,0,0,sales,medium
7736,0,0.68,0.73,3,250,2,0,0,support,medium
7737,0,0.18,0.75,3,250,3,0,0,technical,medium
7738,0,0.79,0.57,3,250,3,0,0,sales,low
7739,0,0.54,0.64,3,250,3,0,0,sales,medium
7740,0,0.94,0.91,3,250,3,1,0,management,low
7741,0,0.71,0.74,3,250,3,0,0,support,low
7742,0,0.95,0.96,3,250,3,0,0,hr,medium
7743,0,0.85,0.74,3,250,3,1,0,IT,low
7744,0,0.64,0.85,3,250,3,0,0,marketing,low
7745,0,0.68,0.85,3,250,3,0,0,support,low
7746,0,0.85,0.53,3,250,3,0,0,IT,medium
7747,0,0.84,0.6,3,250,3,1,0,RandD,low
7748,0,0.68,0.97,3,250,3,1,0,product_mng,medium
7749,0,0.82,0.69,3,250,3,0,0,accounting,low
7750,0,0.7,0.93,3,250,3,0,0,marketing,low
7751,0,0.84,0.6,3,250,3,1,0,RandD,low
7752,0,0.68,0.97,3,250,3,1,0,product_mng,medium
7753,0,0.82,0.69,3,250,3,0,0,accounting,low
7754,0,0.7,0.93,3,250,3,0,0,marketing,low
7755,0,0.61,0.63,3,250,4,0,0,IT,low
7756,0,0.52,0.85,3,250,4,0,0,sales,low
7757,0,0.92,0.91,3,250,4,0,0,support,low
7758,0,0.56,0.55,3,250,4,0,0,technical,medium
